Year,Sport,Event,Country,Gender,Medal Rank,Medal,Name of Athlete or Team,Age of Athlete
1984,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,2,silver,Gunde Svan,22
1984,Cross-Country Skiing,Men's 50 Kilometers,Finland,Men,3,bronze,Aki Karvonen,26
1984,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,1,gold,Sweden,
1984,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,2,silver,Soviet Union,
1984,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Finland,Men,3,bronze,Finland,
1984,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,1,gold,Marja-Liisa Kirvesniemi-HÃ_mÃ_lÃ_inen,28
1984,Cross-Country Skiing,Women's 5 Kilometers,Norway,Women,2,silver,Berit Aunli-Kvello,27
1984,Cross-Country Skiing,Women's 5 Kilometers,Czechoslovakia,Women,3,bronze,KvÄ›ta JeriovÃ¡,27
1984,Cross-Country Skiing,Women's 10 Kilometers,Finland,Women,1,gold,Marja-Liisa Kirvesniemi-HÃ_mÃ_lÃ_inen,28
1984,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Raisa Smetanina,31
1984,Cross-Country Skiing,Women's 10 Kilometers,Norway,Women,3,bronze,Brit Pettersen,22
1984,Cross-Country Skiing,Women's 20 Kilometers,Finland,Women,1,gold,Marja-Liisa Kirvesniemi-HÃ_mÃ_lÃ_inen,28
1984,Cross-Country Skiing,Women's 20 Kilometers,Soviet Union,Women,2,silver,Raisa Smetanina,31
1984,Cross-Country Skiing,Women's 20 Kilometers,Norway,Women,3,bronze,Anne Jahren,20
1984,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Norway,Women,1,gold,Norway,
1984,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Czechoslovakia,Women,2,silver,Czechoslovakia,
1984,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Finland,Women,3,bronze,Finland,
1984,Figure Skating,Men's Singles,United States,Men,1,gold,Scott Hamilton,25
1984,Figure Skating,Men's Singles,Canada,Men,2,silver,Brian Orser,22
1984,Figure Skating,Men's Singles,Czechoslovakia,Men,3,bronze,Jozef SabovÄçÃ_k,20
1984,Figure Skating,Mixed Pairs,Soviet Union,Mixed,1,gold,Soviet Union-1,
1984,Figure Skating,Mixed Pairs,United States,Mixed,2,silver,United States-1,
1984,Figure Skating,Mixed Pairs,Soviet Union,Mixed,3,bronze,Soviet Union-2,
1984,Figure Skating,Mixed Ice Dancing,Britain,Mixed,1,gold,Britain-1,
1984,Figure Skating,Mixed Ice Dancing,Soviet Union,Mixed,2,silver,Soviet Union-1,
1984,Figure Skating,Mixed Ice Dancing,Soviet Union,Mixed,3,bronze,Soviet Union-2,
1984,Figure Skating,Women's Singles,East Germany,Women,1,gold,Katarina Witt,18
1984,Figure Skating,Women's Singles,United States,Women,2,silver,Rosalyn Sumners,19
1984,Figure Skating,Women's Singles,Soviet Union,Women,3,bronze,Kira Ivanova,21
1984,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
1984,Ice Hockey,Men's Ice Hockey,Czechoslovakia,Men,2,silver,Czechoslovakia,
1984,Ice Hockey,Men's Ice Hockey,Sweden,Men,3,bronze,Sweden,
1984,Luge,Men's Singles,Italy,Men,1,gold,Paul Hildgartner,31
1984,Luge,Men's Singles,Soviet Union,Men,2,silver,Sergey Danilin,24
1984,Luge,Men's Singles,Soviet Union,Men,3,bronze,Valery Dudin,20
1984,Luge,Men's Doubles,West Germany,Men,1,gold,West Germany-1,
1984,Luge,Men's Doubles,Soviet Union,Men,2,silver,Soviet Union-1,
1984,Luge,Men's Doubles,East Germany,Men,3,bronze,East Germany-1,
1984,Luge,Women's Singles,East Germany,Women,1,gold,Steffi Walter-Martin,21
1984,Luge,Women's Singles,East Germany,Women,2,silver,Bettina Schmidt,23
1984,Luge,Women's Singles,East Germany,Women,3,bronze,Ute Oberhoffner-WeiÃŸ,22
1984,Nordic Combined,Men's Individual,Norway,Men,1,gold,Tom Sandberg,28
1984,Nordic Combined,Men's Individual,Finland,Men,2,silver,Jouko Karjalainen,27
1984,Nordic Combined,Men's Individual,Finland,Men,3,bronze,Jukka Ylipulli,21
1984,Ski Jumping,"Men's Normal Hill, Individual",East Germany,Men,1,gold,Jens WeiÃŸflog,19
1984,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,2,silver,Matti NykÃ_nen,20
1984,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,3,bronze,Jari Puikkonen,24
1984,Ski Jumping,"Men's Large Hill, Individual",Finland,Men,1,gold,Matti NykÃ_nen,20
1984,Ski Jumping,"Men's Large Hill, Individual",East Germany,Men,2,silver,Jens WeiÃŸflog,19
1984,Ski Jumping,"Men's Large Hill, Individual",Czechoslovakia,Men,3,bronze,Pavel Ploc,19
1984,Speedskating,Men's 500 Meters,Soviet Union,Men,1,gold,Sergey Fokichev,21
1984,Speedskating,Men's 500 Meters,Japan,Men,2,silver,Yoshihiro Kitazawa,21
1984,Speedskating,Men's 500 Meters,Canada,Men,3,bronze,GaÃ©tan Boucher,25
1984,Speedskating,"Men's 1,000 Meters",Canada,Men,1,gold,GaÃ©tan Boucher,25
1984,Speedskating,"Men's 1,000 Meters",Soviet Union,Men,2,silver,Sergey Khlebnikov,28
1984,Speedskating,"Men's 1,000 Meters",Norway,Men,3,bronze,Kai Arne Engelstad,29
1984,Speedskating,"Men's 1,500 Meters",Canada,Men,1,gold,GaÃ©tan Boucher,25
1984,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,2,silver,Sergey Khlebnikov,28
1984,Speedskating,"Men's 1,500 Meters",Soviet Union,Men,3,bronze,Oleg Bozhev,22
1984,Speedskating,"Men's 5,000 Meters",Sweden,Men,1,gold,Tomas Gustafson,24
1984,Speedskating,"Men's 5,000 Meters",Soviet Union,Men,2,silver,Igor Malkov,18
1984,Speedskating,"Men's 5,000 Meters",East Germany,Men,3,bronze,RenÃ© SchÃ¶fisch,22
1984,Speedskating,"Men's 10,000 Meters",Soviet Union,Men,1,gold,Igor Malkov,18
1984,Speedskating,"Men's 10,000 Meters",Sweden,Men,2,silver,Tomas Gustafson,24
1984,Speedskating,"Men's 10,000 Meters",East Germany,Men,3,bronze,RenÃ© SchÃ¶fisch,22
1984,Speedskating,Women's 500 Meters,East Germany,Women,1,gold,Christa Rothenburger-Luding,24
1984,Speedskating,Women's 500 Meters,East Germany,Women,2,silver,Karin Enke-Kania,22
1984,Speedskating,Women's 500 Meters,Soviet Union,Women,3,bronze,Nataliya Shive-Glebova,20
1984,Speedskating,"Women's 1,000 Meters",East Germany,Women,1,gold,Karin Enke-Kania,22
1984,Speedskating,"Women's 1,000 Meters",East Germany,Women,2,silver,Andrea Ehrig-SchÃ¶ne-Mitscherlich,23
1984,Speedskating,"Women's 1,000 Meters",Soviet Union,Women,3,bronze,Nataliya Petrusyova,28
1984,Speedskating,"Women's 1,500 Meters",East Germany,Women,1,gold,Karin Enke-Kania,22
1984,Speedskating,"Women's 1,500 Meters",East Germany,Women,2,silver,Andrea Ehrig-SchÃ¶ne-Mitscherlich,23
1984,Speedskating,"Women's 1,500 Meters",Soviet Union,Women,3,bronze,Nataliya Petrusyova,28
1984,Speedskating,"Women's 3,000 Meters",East Germany,Women,1,gold,Andrea Ehrig-SchÃ¶ne-Mitscherlich,23
1984,Speedskating,"Women's 3,000 Meters",East Germany,Women,2,silver,Karin Enke-Kania,22
1984,Speedskating,"Women's 3,000 Meters",East Germany,Women,3,bronze,Gabi Zange-SchÃ¶nbrunn,22
1988,Alpine Skiing,Men's Downhill,Switzerland,Men,1,gold,Pirmin Zurbriggen,25
1988,Alpine Skiing,Men's Downhill,Switzerland,Men,2,silver,Peter MÃ_ller,30
1988,Alpine Skiing,Men's Downhill,France,Men,3,bronze,Franck Piccard,23
1988,Alpine Skiing,Men's Super G,France,Men,1,gold,Franck Piccard,23
1988,Alpine Skiing,Men's Super G,Austria,Men,2,silver,Helmut Mayer,21
1988,Alpine Skiing,Men's Super G,Sweden,Men,3,bronze,Lars-BÃ¶rje Eriksson,21
1988,Alpine Skiing,Men's Giant Slalom,Italy,Men,1,gold,Alberto Tomba,21
1988,Alpine Skiing,Men's Giant Slalom,Austria,Men,2,silver,Hubert Strolz,25
1988,Alpine Skiing,Men's Giant Slalom,Switzerland,Men,3,bronze,Pirmin Zurbriggen,25
1988,Alpine Skiing,Men's Slalom,Italy,Men,1,gold,Alberto Tomba,21
1988,Alpine Skiing,Men's Slalom,West Germany,Men,2,silver,Frank WÃ¶rndl,28
1988,Alpine Skiing,Men's Slalom,Liechtenstein,Men,3,bronze,Paul Frommelt,30
1988,Alpine Skiing,Men's Combined,Austria,Men,1,gold,Hubert Strolz,25
1988,Alpine Skiing,Men's Combined,Austria,Men,2,silver,Bernhard Gstrein,22
1988,Alpine Skiing,Men's Combined,Switzerland,Men,3,bronze,Paul Accola,20
1988,Alpine Skiing,Women's Downhill,West Germany,Women,1,gold,Marina Kiehl,23
1988,Alpine Skiing,Women's Downhill,Switzerland,Women,2,silver,Brigitte Oertli,25
1988,Alpine Skiing,Women's Downhill,Canada,Women,3,bronze,Karen Percy,21
1988,Alpine Skiing,Women's Super G,Austria,Women,1,gold,Sigrid Wolf,23
1988,Alpine Skiing,Women's Super G,Switzerland,Women,2,silver,Michela Figini,21
1988,Alpine Skiing,Women's Super G,Canada,Women,3,bronze,Karen Percy,21
1988,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,1,gold,Vreni Schneider,23
1988,Alpine Skiing,Women's Giant Slalom,West Germany,Women,2,silver,Christa Kinshofer-GÃ_thlein,27
1988,Alpine Skiing,Women's Giant Slalom,Switzerland,Women,3,bronze,Maria Walliser,24
1988,Alpine Skiing,Women's Slalom,Switzerland,Women,1,gold,Vreni Schneider,23
1988,Alpine Skiing,Women's Slalom,Yugoslavia,Women,2,silver,Mateja Svet,19
1988,Alpine Skiing,Women's Slalom,West Germany,Women,3,bronze,Christa Kinshofer-GÃ_thlein,27
1988,Alpine Skiing,Women's Combined,Austria,Women,1,gold,Anita Wachter,21
1988,Alpine Skiing,Women's Combined,Switzerland,Women,2,silver,Brigitte Oertli,25
1988,Alpine Skiing,Women's Combined,Switzerland,Women,3,bronze,Maria Walliser,24
1988,Biathlon,Men's 10-Kilometer Sprint,East Germany,Men,1,gold,Frank-Peter Roetsch,23
1988,Biathlon,Men's 10-Kilometer Sprint,Soviet Union,Men,2,silver,Valery Medvedtsev,23
1988,Biathlon,Men's 10-Kilometer Sprint,Soviet Union,Men,3,bronze,Sergey Chepikov,21
1988,Biathlon,Men's 20 Kilometers,East Germany,Men,1,gold,Frank-Peter Roetsch,23
1988,Biathlon,Men's 20 Kilometers,Soviet Union,Men,2,silver,Valery Medvedtsev,23
1988,Biathlon,Men's 20 Kilometers,Italy,Men,3,bronze,Johann Passler,26
1988,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Soviet Union,Men,1,gold,Soviet Union,
1988,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,West Germany,Men,2,silver,West Germany,
1988,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Italy,Men,3,bronze,Italy,
1988,Bobsled,Men's Two,Soviet Union,Men,1,gold,Soviet Union-1,
1988,Bobsled,Men's Two,East Germany,Men,2,silver,East Germany-1,
1988,Bobsled,Men's Two,East Germany,Men,3,bronze,East Germany-2,
1988,Bobsled,Men's Four,Switzerland,Men,1,gold,Switzerland-1,
1988,Bobsled,Men's Four,East Germany,Men,2,silver,East Germany-1,
1988,Bobsled,Men's Four,Soviet Union,Men,3,bronze,Soviet Union-2,
1988,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,Men,1,gold,Mikhail Devyatyarov,28
1988,Cross-Country Skiing,Men's 15 Kilometers,Norway,Men,2,silver,PÃ¥l Gunnar Mikkelsplass,26
1988,Cross-Country Skiing,Men's 15 Kilometers,Soviet Union,Men,3,bronze,Vladimir Smirnov,23
1988,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,1,gold,Aleksey Prokurorov,23
1988,Cross-Country Skiing,Men's 30 Kilometers,Soviet Union,Men,2,silver,Vladimir Smirnov,23
1988,Cross-Country Skiing,Men's 30 Kilometers,Norway,Men,3,bronze,Vegard Ulvang,24
1988,Cross-Country Skiing,Men's 50 Kilometers,Sweden,Men,1,gold,Gunde Svan,26
1988,Cross-Country Skiing,Men's 50 Kilometers,Italy,Men,2,silver,Maurilio De Zolt,37
1988,Cross-Country Skiing,Men's 50 Kilometers,Switzerland,Men,3,bronze,Andi GrÃ_nenfelder,27
1988,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Sweden,Men,1,gold,Sweden,
1988,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Soviet Union,Men,2,silver,Soviet Union,
1988,Cross-Country Skiing,Men's 4 Ã— 10-Kilometer Relay,Czechoslovakia,Men,3,bronze,Czechoslovakia,
1988,Cross-Country Skiing,Women's 5 Kilometers,Finland,Women,1,gold,Marjo Matikainen,23
1988,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,2,silver,Tamara Tikhonova,23
1988,Cross-Country Skiing,Women's 5 Kilometers,Soviet Union,Women,3,bronze,Vida VencienÄ—,26
1988,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,1,gold,Vida VencienÄ—,26
1988,Cross-Country Skiing,Women's 10 Kilometers,Soviet Union,Women,2,silver,Raisa Smetanina,35
1988,Cross-Country Skiing,Women's 10 Kilometers,Finland,Women,3,bronze,Marjo Matikainen,23
1988,Cross-Country Skiing,Women's 20 Kilometers,Soviet Union,Women,1,gold,Tamara Tikhonova,23
1988,Cross-Country Skiing,Women's 20 Kilometers,Soviet Union,Women,2,silver,Anfisa Reztsova,23
1988,Cross-Country Skiing,Women's 20 Kilometers,Soviet Union,Women,3,bronze,Raisa Smetanina,35
1988,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Soviet Union,Women,1,gold,Soviet Union,
1988,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Norway,Women,2,silver,Norway,
1988,Cross-Country Skiing,Women's 4 Ã— 5-Kilometer Relay,Finland,Women,3,bronze,Finland,
1988,Figure Skating,Men's Singles,United States,Men,1,gold,Brian Boitano,24
1988,Figure Skating,Men's Singles,Canada,Men,2,silver,Brian Orser,26
1988,Figure Skating,Men's Singles,Soviet Union,Men,3,bronze,Viktor Petrenko,18
1988,Figure Skating,Mixed Pairs,Soviet Union,Mixed,1,gold,Soviet Union-1,
1988,Figure Skating,Mixed Pairs,Soviet Union,Mixed,2,silver,Soviet Union-2,
1988,Figure Skating,Mixed Pairs,United States,Mixed,3,bronze,United States-1,
1988,Figure Skating,Mixed Ice Dancing,Soviet Union,Mixed,1,gold,Soviet Union-1,
1988,Figure Skating,Mixed Ice Dancing,Soviet Union,Mixed,2,silver,Soviet Union-2,
1988,Figure Skating,Mixed Ice Dancing,Canada,Mixed,3,bronze,Canada-1,
1988,Figure Skating,Women's Singles,East Germany,Women,1,gold,Katarina Witt,22
1988,Figure Skating,Women's Singles,Canada,Women,2,silver,Elizabeth Manley,22
1988,Figure Skating,Women's Singles,United States,Women,3,bronze,Debi Thomas,20
1988,Ice Hockey,Men's Ice Hockey,Soviet Union,Men,1,gold,Soviet Union,
1988,Ice Hockey,Men's Ice Hockey,Finland,Men,2,silver,Finland,
1988,Ice Hockey,Men's Ice Hockey,Sweden,Men,3,bronze,Sweden,
1988,Luge,Men's Singles,East Germany,Men,1,gold,Jens MÃ_ller,22
1988,Luge,Men's Singles,West Germany,Men,2,silver,Georg Hackl,21
1988,Luge,Men's Singles,Soviet Union,Men,3,bronze,Yury Kharchenko,24
1988,Luge,Men's Doubles,East Germany,Men,1,gold,East Germany-1,
1988,Luge,Men's Doubles,East Germany,Men,2,silver,East Germany-2,
1988,Luge,Men's Doubles,West Germany,Men,3,bronze,West Germany-1,
1988,Luge,Women's Singles,East Germany,Women,1,gold,Steffi Walter-Martin,25
1988,Luge,Women's Singles,East Germany,Women,2,silver,Ute Oberhoffner-WeiÃŸ,26
1988,Luge,Women's Singles,East Germany,Women,3,bronze,Cerstin Schmidt,24
1988,Nordic Combined,Men's Team,West Germany,Men,1,gold,West Germany,
1988,Nordic Combined,Men's Team,Switzerland,Men,2,silver,Switzerland,
1988,Nordic Combined,Men's Team,Austria,Men,3,bronze,Austria,
1988,Nordic Combined,Men's Individual,Switzerland,Men,1,gold,Hippolyt Kempf,22
1988,Nordic Combined,Men's Individual,Austria,Men,2,silver,Klaus Sulzenbacher,23
1988,Nordic Combined,Men's Individual,Soviet Union,Men,3,bronze,Allar Levandi,22
1988,Ski Jumping,"Men's Normal Hill, Individual",Finland,Men,1,gold,Matti NykÃ_nen,24
1988,Ski Jumping,"Men's Normal Hill, Individual",Czechoslovakia,Men,2,silver,Pavel Ploc,23
1988,Ski Jumping,"Men's Normal Hill, Individual",Czechoslovakia,Men,3,bronze,JiÅ™Ã_ Malec,25
1988,Ski Jumping,"Men's Large Hill, Individual",Finland,Men,1,gold,Matti NykÃ_nen,24
1988,Ski Jumping,"Men's Large Hill, Individual",Norway,Men,2,silver,Erik Johnsen,22
1988,Ski Jumping,"Men's Large Hill, Individual",Yugoslavia,Men,3,bronze,MatjaÅ_ Debelak,22
1988,Ski Jumping,"Men's Large Hill, Team",Finland,Men,1,gold,Finland,
1988,Ski Jumping,"Men's Large Hill, Team",Yugoslavia,Men,2,silver,Yugoslavia,
1988,Ski Jumping,"Men's Large Hill, Team",Norway,Men,3,bronze,Norway,
1988,Speedskating,Men's 500 Meters,East Germany,Men,1,gold,Uwe-Jens Mey,24
1988,Speedskating,Men's 500 Meters,Netherlands,Men,2,silver,Jan Ykema,24
1988,Speedskating,Men's 500 Meters,Japan,Men,3,bronze,Akira Kuroiwa,26
1988,Speedskating,"Men's 1,000 Meters",Soviet Union,Men,1,gold,Nikolay Gulyayev,22
1988,Speedskating,"Men's 1,000 Meters",East Germany,Men,2,silver,Uwe-Jens Mey,24
1988,Speedskating,"Men's 1,000 Meters",Soviet Union,Men,3,bronze,Igor Zhelezovsky,24
1988,Speedskating,"Men's 1,500 Meters",East Germany,Men,1,gold,AndrÃ© Hoffmann,26
1988,Speedskating,"Men's 1,500 Meters",United States,Men,2,silver,Eric Flaim,20
1988,Speedskating,"Men's 1,500 Meters",Austria,Men,3,bronze,Michael Hadschieff,24
1988,Speedskating,"Men's 5,000 Meters",Sweden,Men,1,gold,Tomas Gustafson,28
1988,Speedskating,"Men's 5,000 Meters",Netherlands,Men,2,silver,Leo Visser,22
1988,Speedskating,"Men's 5,000 Meters",Netherlands,Men,3,bronze,Gerard Kemkers,20
1988,Speedskating,"Men's 10,000 Meters",Sweden,Men,1,gold,Tomas Gustafson,28
1988,Speedskating,"Men's 10,000 Meters",Austria,Men,2,silver,Michael Hadschieff,24
1988,Speedskating,"Men's 10,000 Meters",Netherlands,Men,3,bronze,Leo Visser,22
1988,Speedskating,Women's 500 Meters,United States,Women,1,gold,Bonnie Blair,23
1988,Speedskating,Women's 500 Meters,East Germany,Women,2,silver,Christa Rothenburger-Luding,28
1988,Speedskating,Women's 500 Meters,East Germany,Women,3,bronze,Karin Enke-Kania,26
1988,Speedskating,"Women's 1,000 Meters",East Germany,Women,1,gold,Christa Rothenburger-Luding,28
1988,Speedskating,"Women's 1,000 Meters",East Germany,Women,2,silver,Karin Enke-Kania,26
1988,Speedskating,"Women's 1,000 Meters",United States,Women,3,bronze,Bonnie Blair,23
1988,Speedskating,"Women's 1,500 Meters",Netherlands,Women,1,gold,Yvonne van Gennip,23
1988,Speedskating,"Women's 1,500 Meters",East Germany,Women,2,silver,Karin Enke-Kania,26
1988,Speedskating,"Women's 1,500 Meters",East Germany,Women,3,bronze,Andrea Ehrig-SchÃ¶ne-Mitscherlich,27
1988,Speedskating,"Women's 3,000 Meters",Netherlands,Women,1,gold,Yvonne van Gennip,23
1988,Speedskating,"Women's 3,000 Meters",East Germany,Women,2,silver,Andrea Ehrig-SchÃ¶ne-Mitscherlich,27
1988,Speedskating,"Women's 3,000 Meters",East Germany,Women,3,bronze,Gabi Zange-SchÃ¶nbrunn,26
1988,Speedskating,"Women's 5,000 Meters",Netherlands,Women,1,gold,Yvonne van Gennip,23
1988,Speedskating,"Women's 5,000 Meters",East Germany,Women,2,silver,Andrea Ehrig-SchÃ¶ne-Mitscherlich,27
1988,Speedskating,"Women's 5,000 Meters",East Germany,Women,3,bronze,Gabi Zange-SchÃ¶nbrunn,26
1992,Alpine Skiing,Men's Downhill,Austria,Men,1,gold,Patrick Ortlieb,24
1992,Alpine Skiing,Men's Downhill,France,Men,2,silver,Franck Piccard,27
1992,Alpine Skiing,Men's Downhill,Austria,Men,3,bronze,GÃ_nther Mader,27
1992,Alpine Skiing,Men's Super G,Norway,Men,1,gold,Kjetil AndrÃ© Aamodt,20
1992,Alpine Skiing,Men's Super G,Luxembourg,Men,2,silver,Marc Girardelli,28
1992,Alpine Skiing,Men's Super G,Norway,Men,3,bronze,Jan Einar Thorsen,25
1992,Alpine Skiing,Men's Giant Slalom,Italy,Men,1,gold,Alberto Tomba,25
1992,Alpine Skiing,Men's Giant Slalom,Luxembourg,Men,2,silver,Marc Girardelli,28
1992,Alpine Skiing,Men's Giant Slalom,Norway,Men,3,bronze,Kjetil AndrÃ© Aamodt,20
1992,Alpine Skiing,Men's Slalom,Norway,Men,1,gold,Finn Christian Jagge,25
1992,Alpine Skiing,Men's Slalom,Italy,Men,2,silver,Alberto Tomba,25
1992,Alpine Skiing,Men's Slalom,Austria,Men,3,bronze,Michael Tritscher,26
1992,Alpine Skiing,Men's Combined,Italy,Men,1,gold,Josef Polig,23
1992,Alpine Skiing,Men's Combined,Italy,Men,2,silver,Gianfranco Martin,21
1992,Alpine Skiing,Men's Combined,Switzerland,Men,3,bronze,Steve Locher,24
1992,Alpine Skiing,Women's Downhill,Canada,Women,1,gold,Kerrin Lee-Gartner,25
1992,Alpine Skiing,Women's Downhill,United States,Women,2,silver,Hilary Lindh,22
1992,Alpine Skiing,Women's Downhill,Austria,Women,3,bronze,Veronika Wallinger-Stallmaier,25
1992,Alpine Skiing,Women's Super G,Italy,Women,1,gold,Deborah Compagnoni,21
1992,Alpine Skiing,Women's Super G,France,Women,2,silver,Carole Merle,28
1992,Alpine Skiing,Women's Super G,Germany,Women,3,bronze,Katja Seizinger,19
1992,Alpine Skiing,Women's Giant Slalom,Sweden,Women,1,gold,Pernilla Wiberg,21
1992,Alpine Skiing,Women's Giant Slalom,United States,Women,2,silver,Diann Roffe-Steinrotter,24
1992,Alpine Skiing,Women's Giant Slalom,Austria,Women,2,silver,Anita Wachter,24
1992,Alpine Skiing,Women's Slalom,Austria,Women,1,gold,Petra Kronberger,22
1992,Alpine Skiing,Women's Slalom,New Zealand,Women,2,silver,Annelise Coberger,20
1992,Alpine Skiing,Women's Slalom,Spain,Women,3,bronze,Blanca FernÃ¡ndez Ochoa,28
1992,Alpine Skiing,Women's Combined,Austria,Women,1,gold,Petra Kronberger,22
1992,Alpine Skiing,Women's Combined,Austria,Women,2,silver,Anita Wachter,24
1992,Alpine Skiing,Women's Combined,France,Women,3,bronze,Florence Masnada,23
1992,Biathlon,Men's 10-Kilometer Sprint,Germany,Men,1,gold,Mark Kirchner,21
1992,Biathlon,Men's 10-Kilometer Sprint,Germany,Men,2,silver,Ricco GroÃŸ,21
1992,Biathlon,Men's 10-Kilometer Sprint,Finland,Men,3,bronze,Harri Eloranta,28
1992,Biathlon,Men's 20 Kilometers,Unified Team,Men,1,gold,Yevgeny Redkin,22
1992,Biathlon,Men's 20 Kilometers,Germany,Men,2,silver,Mark Kirchner,21
1992,Biathlon,Men's 20 Kilometers,Sweden,Men,3,bronze,Mikael LÃ¶fgren,22
1992,Biathlon,Men's 4 Ã— 7.5-Kilometer Relay,Germany,Men,1,gold,Germany,
